# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 2000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Cellular Component	GO:0010008	endosome membrane	91	1.219759e-3	1.000000e+0	2.188864e-2	1.370036e+0	7.445058e+1	102	2.605900e-2	3.570179e-2	173	5.138982e-2	1.000000e+0	4.850843e-1	1.200483e+0	5.997588e+1	72	336	1.885310e-2	2.142857e-1	564,574,581,1107,1429,2563,3271,3864,8133,8155,8215,10868,11073,12490,13405,13406,13408,15347,16540,17159,18538,19217,21932,25441,26966,26976,28147,28705,29550,29749,29752,31698,31704,31705,31710,31886,32790,34143,37366,38282,38419,44415,44575,45398,45400,46489,47563,48188,48191,49463,52817,53790,56959,56974,57546,58396,58407,58408,58409,59208,59209,59213,59220,60227,61714,62055,62060,62831,62832,66286,67439,67440,67533,71776,73279,73298,76051,76052,76279,76280,77961,78884,79009,79024,82600,83484,83509,85461,86739,87191,87194,87279,88450,90262,90619,90620,90630,90831,90834,90939,91342,91343	Acap2,Anxa2,Ap1g2,Arhgap32,Atp9a,Chmp1b,Chmp4b,Chmp6,Clvs1,Dtnbp1,Ehd1,Eps15,Furin,Fzd7,Gripap1,H2-DMa,H2-DMb2,Hps6,Kif13a,Lamtor5,Ldlrad4,Litaf,March3,Mb,Mcoln3,Mvb12b,Myo1b,Ndfip2,Npc1,Nsg2,Ocrl,Osbpl11,Parm1,Pip5k1c,Plekhb2,Pml,Rab11fip2,Rab11fip4,Rab11fip5,Rab14,Rab17,Rab35,Rab4a,Rac1,Rap2b,Ret,Rhob,Rhov,Rufy1,Sh3gl3,Slc30a4,Snx10,Snx13,Snx4,Snx8,Stard3,Stard3nl,Stx8,Sun2,Tbc1d5,Tmem108,Tmem163,Tmem9,Tsg101,Tspan15,Vac14,Vps37b,Vps45,Vps4a,Vti1a,Zfyve28,Znrf2
GO Cellular Component	GO:0005818	aster	92	1.292480e-3	1.000000e+0	2.294152e-2	5.147528e+0	1.165608e+0	6	4.079832e-4	2.100105e-3	253	1.130847e-1	1.000000e+0	7.299103e-1	2.400965e+0	1.249498e+0	3	7	7.855460e-4	4.285714e-1	39202,45398,45400,58804,58805,58806	Ccsap,Numa1,Pafah1b1
GO Cellular Component	GO:0030133	transport vesicle	93	1.304704e-3	1.000000e+0	2.290948e-2	1.371693e+0	7.290258e+1	100	2.551718e-2	3.500175e-2	68	2.270302e-3	1.000000e+0	5.452063e-2	1.372364e+0	5.319290e+1	73	298	1.911495e-2	2.449664e-1	651,3271,3753,3762,4489,7610,10120,11884,15744,16669,16937,16938,17170,17176,21622,22739,23732,25417,27009,27011,27264,27276,28002,28147,29133,32537,32540,32541,32790,33908,33911,35109,35588,36265,37137,38282,41122,42793,44991,45492,46225,47111,47348,48106,48111,48606,48616,48632,48633,49816,51219,54835,56359,56486,56495,56523,57864,58914,58919,58920,58935,60355,60360,62722,63504,64285,64291,64339,64927,64928,65690,65693,65714,65719,66286,66529,66627,67439,67440,69147,69148,71776,75723,75745,76331,76501,76891,78310,81222,87039,88707,89443,90156,90619,90620,90630,91259,91578,91833,91834	Amph,Ap1g2,Arfgef3,Atp13a2,Azin2,Bgn,Bloc1s3,Cadm1,Chga,Cpe,Crispld2,Dbh,Ddc,Disc1,Dmxl2,Doc2b,Dtnbp1,Erg28,Fgfr3,Furin,Gria1,Gria2,Grin2b,Hap1,Il33,Kcnk9,Nrsn1,Pcsk2,Pde4b,Ptprn2,Rab11fip5,Rab35,Rab3d,Rab8b,Rassf9,Rph3al,Scap,Scgn,Sec13,Sec22b,Sec31a,Sec31b,Sema4c,Sept5,Sept6,Slc17a5,Slc6a17,Spred2,Srebf2,Sspn,Stx1a,Stx6,Sv2c,Svop,Syngr1,Sypl,Syt10,Syt13,Syt2,Syt3,Syt6,Syt7,Syt8,Sytl3,Tgoln1,Tmed10,Tmem163,Tmem30a,Trim9,Uso1,Vti1a,Wdr7,Yipf6
GO Cellular Component	GO:0030863	cortical cytoskeleton	94	1.308594e-3	1.000000e+0	2.273334e-2	1.793519e+0	1.839958e+1	33	6.440176e-3	1.155058e-2	65	2.226352e-3	1.000000e+0	5.593281e-2	1.705033e+0	1.642197e+1	28	92	7.331762e-3	3.043478e-1	3037,8215,10979,22946,22953,28043,30316,38068,39202,41233,41852,41862,42340,44575,47402,48302,48606,50977,56523,56897,63772,63779,63977,66095,66498,67516,67520,70658,76093,76095,78310,82532,88283	Actn1,Actn2,Actr2,Akap13,Ank1,Cap2,Clasp1,Cldn5,Cttn,Dlc1,Eef1a1,Epb41,Epb42,Gcom1,Gsn,Hfe,Mtss1l,Myh9,Myo1f,Numa1,Ppp1r9a,Pstpip1,Sptb,Sptbn1,Sptbn2,Trpv4,Utrn,Vcl
GO Cellular Component	GO:0032156	septin cytoskeleton	95	1.318365e-3	1.000000e+0	2.266200e-2	5.127249e+0	1.170218e+0	6	4.095968e-4	2.100105e-3	436	2.584204e-1	1.000000e+0	9.678911e-1	1.680676e+0	1.784996e+0	3	10	7.855460e-4	3.000000e-1	59636,61477,61478,61482,61507,91259	Sept4,Sept6,Sept9
GO Cellular Component	GO:0070161	anchoring junction	96	1.381923e-3	1.000000e+0	2.350709e-2	1.249967e+0	1.488039e+2	186	5.208399e-2	6.510326e-2	9	1.749544e-7	2.857005e-4	3.174450e-5	1.502520e+0	9.317682e+1	140	522	3.665881e-2	2.681992e-1	802,805,806,809,813,3037,3180,3599,3603,3605,3925,3934,3936,3955,6008,6663,7059,7968,7972,8078,8215,8646,8649,8650,8658,8662,9372,9723,11023,11685,11860,12558,12717,15982,15984,19860,21183,21187,23104,23488,23849,23857,24383,24741,25340,25344,25345,25360,25547,25562,26794,27378,27383,28043,28144,28506,29192,29197,29597,29749,29752,29772,29974,32584,33388,33808,34590,34724,34725,34729,34731,34734,36299,37247,37710,37834,38375,38998,39003,39735,39737,39844,39846,39855,40986,41158,41233,42340,44147,44202,44385,45679,46185,46900,47111,47215,47415,48188,48191,48222,50346,50350,50362,50366,51223,51379,51389,51405,51409,53552,53555,53790,55759,56262,56268,56523,58030,58914,59008,60205,60360,60744,61391,61738,61764,61769,62055,62060,62395,63731,63977,64162,66095,70234,70235,70658,70779,71193,71709,71712,72448,73144,73150,74606,75106,75128,75780,75785,75839,76044,76093,76095,76155,76191,76201,76217,76320,76321,76624,76630,76639,76642,77408,78231,79009,79075,79346,81222,81502,82070,82072,82803,83193,83776,83778,85220,85977,86217,86241,87548,89251,89865,90662,91562,91833,91834	Abcb4,Actg1,Actn1,Actn2,Actr2,Actr3,Adam17,Adgrb1,Afap1,Afdn,Ahi1,Aif1l,Ajap1,Anxa2,Arhgap22,Arhgap24,Arhgap26,B2m,B4galt1,Baiap2,Cadm1,Capn2,Cd81,Cd9,Cdc42,Cdc42ep1,Cdh3,Cdh5,Clasp1,Ctnna1,Ctnna2,Ctnnb1,Cttn,Cyth3,Dixdc1,Dlc1,Dlg5,Dnm2,Efna5,Epha5,Evpl,Ezr,Fam129b,Fermt1,Flnb,Flrt3,Flt1,Focad,Frmd4a,Frmd4b,Gna12,Gsn,Hspa9,Hspb1,Itga4,Itga6,Itgb5,Jup,Kazn,Kifc3,Lin7b,Lmln,Lmo7,Lrp1,Mdc1,Misp,Mmp14,Mprip,Mrc2,Myh9,Myo1e,Nectin2,Nfasc,Nrap,Numb,Nup214,Oxtr,Pabpc1,Pard3,Parvb,Parvg,Pdlim1,Peak1,Perp,Pgm5,Pip5k1c,Pkp3,Plekha7,Ppp1cb,Ppp1cc,Procr,Ptk2,Ptk7,Ptprc,Pxn,Rac1,Rac2,Rhob,Rnd3,Rpl12,Rpl19,Rpl3,Rpl31,Rpl8,Rplp0,Rps10,Rps17,Rps3,Rps3a1,Rras2,Scarf2,Sh3bp1,Slc9a1,Smad7,Smagp,Sntb1,Sorbs1,Sorbs3,Srp68,Ssh2,Stard8,Svil,Syne2,Synm,Tgm2,Thy1,Tigit,Tjp1,Tns3,Triobp,Trpv4,Tspan9,Vcl,Vim,Yes1,Ywhae,Ywhag,Ywhaq,Ywhaz,Zfp185
GO Cellular Component	GO:0042613	MHC class II protein complex	97	1.504306e-3	1.000000e+0	2.532507e-2	8.340357e+0	4.795958e-1	4	1.678669e-4	1.400070e-3	265	1.168284e-1	1.000000e+0	7.199275e-1	2.037183e+0	1.963496e+0	4	11	1.047395e-3	3.636364e-1	76051,76052,82583,82600	H2-DMa,H2-DMb2,H2-Oa,Mb
GO Cellular Component	GO:0055037	recycling endosome	98	1.522172e-3	1.000000e+0	2.536436e-2	1.554174e+0	3.410172e+1	53	1.193620e-2	1.855093e-2	319	1.672736e-1	1.000000e+0	8.562940e-1	1.189519e+0	2.606095e+1	31	146	8.117308e-3	2.123288e-1	564,574,581,1429,2526,2531,2538,2539,2563,4489,8215,13405,13406,13408,14612,15347,20733,25613,28488,28495,29493,29496,30271,32790,37980,38003,41594,45398,45400,45573,45574,46815,46816,46840,55379,57864,58396,58407,58408,58409,59208,59209,59213,59220,61738,61746,66498,77283,88450,89688,90831,90834,90939	Aatk,Ackr3,Atp11a,Atp11b,Atp9a,Ehd1,Fam109a,Fzd7,Gria1,Grip1,Gripap1,Hfe,Kcnk1,Micall2,Pank1,Plekhb2,Rab11fip2,Rab11fip4,Rab11fip5,Rab14,Rab17,Rab4a,Rap2b,Slc31a2,Sorl1,St8sia2,Stx6,Stx8,Tbc1d14,Tuba1a,Vps50
GO Cellular Component	GO:0051233	spindle midzone	99	1.527628e-3	1.000000e+0	2.519815e-2	2.255446e+0	7.980685e+0	18	2.793379e-3	6.300315e-3	94	6.746682e-3	1.000000e+0	1.172057e-1	2.100844e+0	5.711989e+0	12	32	3.142184e-3	3.750000e-1	3891,5705,22574,23488,27795,27798,27811,39202,41233,45538,45539,56152,58471,87818,87828,87838,89688,89691	Aurkb,Camk2b,Cdc42,Cdca8,Ctdp1,Cttn,Hnrnpu,Kif14,Kif20b,Map10,Numa1,Ttc28
GO Cellular Component	GO:0000139	Golgi membrane	100	1.528776e-3	1.000000e+0	2.496491e-2	1.262113e+0	1.339024e+2	169	4.686819e-2	5.915296e-2	98	1.103623e-2	1.000000e+0	1.838996e-1	1.217432e+0	9.692531e+1	118	543	3.089814e-2	2.173112e-1	1107,2110,2291,2302,3271,4055,4489,4930,5327,6546,7699,8215,8235,8646,8649,8650,8658,8662,9311,10051,10061,10062,10180,11264,11540,11544,12558,12560,12561,12949,13250,15055,15744,15923,16540,16669,16761,16776,18875,19860,20632,20643,23245,23488,25110,25124,26966,26976,27009,27011,27264,27276,28495,28964,28986,29177,29260,29571,30900,32790,32971,32973,33807,33808,33908,33911,34192,34193,34200,34233,34236,34575,35381,36506,37725,37980,38003,38282,39202,39213,40606,40611,40986,42255,44663,44991,45296,45307,45432,45443,46185,46489,48923,49230,49320,49816,50501,50843,50851,50869,52456,54191,54198,55556,55985,56050,56152,56959,56974,57870,57875,57878,57893,57897,57940,60023,61458,62367,63831,63838,63839,63840,63846,63847,63861,64285,64291,64927,64928,67163,67185,67533,70924,70931,71776,72269,72538,72553,72555,72559,72563,73279,73298,75035,75651,76501,76569,77421,77719,77961,78355,83104,83884,89014,89496,89836,90034,90035,90036,90038,90039,90043,90279,90619,90620,90630,91400,91833,91834	A4galt,A4gnt,Ap1g2,Arfip1,Arhgap32,Arl1,Asap2,B3galt2,B3gnt5,B3gnt7,B3gnt8,B4galnt2,B4galnt3,B4galnt4,B4galt1,B4galt3,B4galt5,Blzf1,Cabp7,Caln1,Camk1g,Cav3,Cbfa2t3,Cdc42,Chpt1,Chst15,Chsy1,Cog6,Copg1,Copg2,Coro7,Creb3l1,Cul3,Cux1,Cux2,Dnm2,Erc1,Ext1,Ext2,Fam198b,Fndc3a,Furin,Fut8,Gabarapl2,Gal3st1,Galnt10,Galnt2,Galnt6,Gbf1,Gbgt1,Gcnt1,Gcnt2,Ggta1,Gm20388,Gm20458,Golga5,Golga7b,Gorasp2,Il17rd,Irgm2,Kif13a,Lfng,Litaf,Mal,Mall,Man1a,Man1a2,Man1c1,Mgat5,Mgat5b,Mmp24,Mymx,Myo1b,Ndfip2,Nsg2,Numa1,Parm1,Plce1,Pxylp1,Rab11fip5,Rab14,Rhbdd2,Rheb,Rnd3,Rnf24,Scap,Scara3,Sec13,Sec22b,Sec31a,Sgms1,Slc35b3,Slc9a8,Srebf2,St3gal1,St6galnac3,St6galnac5,St8sia1,St8sia2,Stk26,Stx6,Sys1,Tmed10,Tmed3,Tmem5,Tnfrsf1a,Tnks,Tpst1,Trpc2,Ugcg,Uso1,Ust,Vapa,Vps45,Vti1a,Yipf6,Ykt6,Zdhhc3
GO Cellular Component	GO:0010494	cytoplasmic stress granule	101	1.578585e-3	1.000000e+0	2.552306e-2	2.192559e+0	8.665672e+0	19	3.033137e-3	6.650333e-3	153	3.950555e-2	1.000000e+0	4.216507e-1	1.655211e+0	7.853985e+0	13	44	3.404032e-3	2.954545e-1	10437,13199,13200,19798,19801,23177,23179,42160,57907,57909,57921,57922,59035,60023,61714,62077,62193,66005,74606	3110043O21Rik,Caprin1,Ddx1,Igf2bp1,Larp1,Larp4b,Lin28a,Nufip2,Pabpc1,Pum2,Rbpms,Rptor,Stau1
GO Cellular Component	GO:0031984	organelle subcompartment	102	1.595731e-3	1.000000e+0	2.554734e-2	1.377095e+0	6.825963e+1	94	2.389206e-2	3.290165e-2	386	2.051358e-1	1.000000e+0	8.678414e-1	1.109357e+0	5.408539e+1	60	303	1.571092e-2	1.980198e-1	1107,4489,5327,8215,8235,12235,12558,12560,12561,12949,13091,13099,13111,13116,13163,13167,13250,13405,13406,13408,15163,15171,15923,19217,19272,19860,22739,27009,27011,28488,28495,28986,29749,29752,32431,32537,32540,32541,34233,34236,34360,35691,37725,38282,39238,40986,44991,45432,45443,46185,46815,46816,46840,47335,48923,54198,56050,56959,56974,58396,58407,58408,58409,58898,60110,62367,63831,63838,63839,63840,63846,63847,63861,64147,64927,64928,65140,67533,68049,68058,68060,69069,69073,71776,75651,77719,81152,89014,89496,90279,91342,91343,91833,91834	Ap1g2,Ap3b1,Arfip1,Arl1,Asap2,Asph,Atp9a,Azin2,B4galnt3,B4galnt4,B4galt1,B4galt3,B4galt5,Cabp7,Caln1,Ccdc91,Chsy1,Clvs1,Coro7,Dnm2,Fam109a,Furin,Fut8,Galnt2,Gbf1,Gcnt1,Ggta1,Gm20388,Gm20458,Golga5,Inpp5k,Kif13a,Kpnb1,M6pr,Mmp24,Myo1b,Nbea,Nsfl1c,Nsg2,Ocrl,Rab14,Rab39,Rac1,Reep1,Sgms1,Snx9,Sorl1,St3gal1,Stim1,Stx6,Stx8,Sulf2,Sys1,Tgfbi,Tgoln1,Tmed3,Uso1,Vrk1,Yipf6,Zfyve1
GO Cellular Component	GO:0005770	late endosome	103	1.649520e-3	1.000000e+0	2.615210e-2	1.482616e+0	4.316693e+1	64	1.510918e-2	2.240112e-2	449	2.727972e-1	1.000000e+0	9.921555e-1	1.099507e+0	3.819892e+1	42	214	1.099764e-2	1.962617e-1	3330,3864,8133,8155,11073,12490,17064,17079,17159,18538,20733,23732,26966,26976,27239,28705,32736,32747,32752,34360,37366,38952,38954,38961,41174,41182,41185,41186,43123,44415,47335,48188,48191,52817,56959,56974,58396,58407,58408,58409,60227,61714,62055,62060,64901,66286,69096,73279,73298,76051,76052,77961,79009,82600,85461,85493,85496,87096,87109,87191,87194,90619,90620,90630	Anxa2,Atp13a2,Bst2,Chmp1b,Chmp4b,Chmp6,Crhbp,Cxcr4,Dysf,H2-DMa,H2-DMb2,Kcnq1,Lamtor5,Lgmn,Litaf,M6pr,Mb,Mcoln3,Mvb12b,Ndfip2,Nedd4l,Npc1,Nsg2,Osbpl11,Osbpl1a,Parm1,Rab39,Rap1a,Rasgef1b,Rhob,Slc30a4,Slc31a2,Stard3,Stard3nl,Stx8,Tmem9,Tsg101,Tspan15,Uvrag,Vps37b,Vps4a,Vti1a
GO Cellular Component	GO:0015935	small ribosomal subunit	104	1.700350e-3	1.000000e+0	2.669876e-2	1.914672e+0	1.357935e+1	26	4.753010e-3	9.100455e-3	1024	8.452734e-1	1.000000e+0	1.000000e+0	7.900612e-1	1.392297e+1	11	78	2.880335e-3	1.410256e-1	15982,15984,38375,38998,39003,50024,68875,69188,69208,69218,69231,69238,69306,69308,70785,70789,70790,70799,70800,70804,70806,70814,72743,82070,82072,83239	Gm10260,Mrps10,Mrps27,Rps10,Rps17,Rps2-ps6,Rps23,Rps24,Rps27rt,Rps3,Rps3a1
GO Cellular Component	GO:0097454	Schwann cell microvillus	105	1.745723e-3	1.000000e+0	2.715015e-2	5.947247e+0	8.407252e-1	5	2.942685e-4	1.750088e-3	86	5.683708e-3	1.000000e+0	1.079244e-1	5.602252e+0	5.354989e-1	3	3	7.855460e-4	1.000000e+0	3599,3603,3605,31024,81222	Akr1b3,Ezr,Nfasc
GO Cellular Component	GO:0012507	ER to Golgi transport vesicle membrane	106	1.795638e-3	1.000000e+0	2.766299e-2	2.632677e+0	4.937940e+0	13	1.728366e-3	4.550228e-3	184	6.327929e-2	1.000000e+0	5.616037e-1	1.792721e+0	4.462491e+0	8	25	2.094789e-3	3.200000e-1	16669,27009,27011,27264,27276,33908,33911,49816,76501,90156,90619,90620,90630	Scap,Sec13,Sec22b,Sec31a,Sec31b,Srebf2,Uso1,Vti1a
GO Cellular Component	GO:0098791	Golgi subcompartment	107	1.845179e-3	1.000000e+0	2.816054e-2	1.380525e+0	6.519260e+1	90	2.281855e-2	3.150158e-2	385	1.997092e-1	1.000000e+0	8.470782e-1	1.116463e+0	5.015840e+1	56	281	1.466352e-2	1.992883e-1	1107,4489,5327,8215,8235,12235,12558,12560,12561,12949,13091,13099,13111,13116,13163,13167,13250,13405,13406,13408,15163,15171,15923,19217,19860,22739,27009,27011,28488,28495,28986,29749,29752,32537,32540,32541,34233,34236,34360,35691,37725,38282,40986,44991,45432,45443,46185,46815,46816,46840,47335,48923,54198,56050,56959,56974,58396,58407,58408,58409,58898,62367,63831,63838,63839,63840,63846,63847,63861,64147,64927,64928,65140,67533,68049,68058,68060,69069,69073,71776,75651,77719,81152,89014,89496,90279,91342,91343,91833,91834	Ap1g2,Ap3b1,Arfip1,Arl1,Asap2,Atp9a,Azin2,B4galnt3,B4galnt4,B4galt1,B4galt3,B4galt5,Cabp7,Caln1,Ccdc91,Chsy1,Clvs1,Coro7,Dnm2,Fam109a,Furin,Fut8,Galnt2,Gbf1,Gcnt1,Ggta1,Gm20388,Gm20458,Golga5,Inpp5k,Kif13a,M6pr,Mmp24,Myo1b,Nbea,Nsfl1c,Nsg2,Ocrl,Rab14,Rab39,Rac1,Sgms1,Snx9,Sorl1,St3gal1,Stx6,Stx8,Sulf2,Sys1,Tgfbi,Tgoln1,Tmed3,Uso1,Vrk1,Yipf6,Zfyve1
GO Cellular Component	GO:0044354	macropinosome	108	1.904193e-3	1.000000e+0	2.879210e-2	4.762747e+0	1.259777e+0	6	4.409440e-4	2.100105e-3	199	7.423652e-2	1.000000e+0	6.091871e-1	2.801126e+0	1.070998e+0	3	6	7.855460e-4	5.000000e-1	48188,48191,66529,66543,71709,71712	Anxa2,Carmil1,Mmp14
GO Cellular Component	GO:0015934	large ribosomal subunit	109	1.972744e-3	1.000000e+0	2.955496e-2	1.674105e+0	2.269870e+1	38	7.944942e-3	1.330067e-2	610	3.833118e-1	1.000000e+0	1.000000e+0	1.071019e+0	2.427595e+1	26	136	6.808065e-3	1.911765e-1	802,805,806,809,813,2072,8078,12490,17933,25309,25312,28144,32431,41138,44385,46130,47185,47758,47769,48398,49580,50337,50346,50350,57928,57931,59429,60120,60205,74266,75106,76044,76320,76321,84068,87718,87726,87752	Gemin5,Gm10073,Gm14214,Gm16519,Gm6133,Mrpl13,Mrpl23,Mrpl33,Mrpl35,Mrpl4,Mrpl44,Mrpl45,Rpl10-ps3,Rpl12,Rpl14,Rpl19,Rpl29,Rpl3,Rpl31,Rpl34,Rpl8,Rpl9-ps1,Rplp0,Rplp1,Rsl24d1,Zfp622
GO Cellular Component	GO:0034365	discoidal high-density lipoprotein particle	110	2.041893e-3	1.000000e+0	3.031283e-2	1.224122e+1	2.450737e-1	3	8.578008e-5	1.050053e-3	489	3.251440e-1	1.000000e+0	1.000000e+0	2.801126e+0	3.569993e-1	1	2	2.618487e-4	5.000000e-1	47082,47083,47088	Apoa1
GO Cellular Component	GO:0098796	membrane protein complex	111	2.127846e-3	1.000000e+0	3.130426e-2	1.261247e+0	1.260658e+2	159	4.412522e-2	5.565278e-2	457	2.918170e-1	1.000000e+0	1.000000e+0	1.048823e+0	1.172743e+2	123	657	3.220738e-2	1.872146e-1	2647,2968,4481,4489,8133,8155,9372,9723,10180,11023,11073,12314,12490,16669,17159,19502,20282,21622,21932,21961,22539,23732,25582,25670,27264,27276,27591,27598,27706,28705,29133,29161,29550,29597,29660,30900,30983,31296,32187,32442,32673,32971,32973,33807,33808,33908,33911,34143,34360,34995,35006,35588,36299,37247,37366,37861,41158,42929,44415,47478,47602,47603,48106,48111,48923,49420,49668,50193,50209,50212,50213,50215,50346,50350,50362,50366,50417,50977,51343,53224,53735,54422,56152,58007,58159,58160,58396,58407,58408,58409,58914,58919,58920,60360,60798,61308,61320,61714,62977,64083,64115,64117,64285,64291,64539,66752,66755,66759,67810,67826,67838,69069,69073,70589,70862,70868,71776,71886,72032,72042,74722,74737,76051,76052,76093,76095,76501,77577,79024,79075,79141,80570,81933,81999,82004,82583,82600,82847,83484,83509,83662,84642,84900,85977,87146,87147,87191,87194,87222,87548,88970,89251,89688,89865,90156,90619,90620,90630,91894	AA467197,Afg3l2,Agk,Ap1g2,Ap3b1,Ap5z1,Aph1c,Armc7,Atp5g2,Atp5o,Atp6v0d2,Atp6v1b2,Atp6v1c1,Atp6v1e2,B2m,Bak1,Bcl2,Cav3,Cd79b,Chchd3,Chmp1b,Chmp4b,Chmp6,Copg1,Copg2,Cox5a,Cox7a2l,Cplx1,Ctnna1,Ctnnb1,Dctn1,Doc2b,Epn2,Eps15,Evc,Ext2,Faf1,Gja3,Gjb1,Gjb2,Gm20425,Gna12,Gna14,Gnal,Gnat1,Gnaz,Gng12,Gng2,Gng7,Grb2,Grpel1,H13,H2-DMa,H2-DMb2,H2-Oa,H2-T3,Hcn4,Hip1,Igf1r,Immp2l,Immt,Itga4,Itga6,Itga9,Itgb5,Jup,Lamtor5,Lin7b,Lrp6,M6pr,Map3k5,Mb,Mr1,Mvb12b,Myh9,Ndufa10,Ndufa11,Ndufa12,Neo1,Pank1,Pgm5,Ppif,Ret,Rgs11,Rgs6,Rragc,Sdhb,Sec11c,Sec13,Sec22a,Sec22b,Sec22c,Sec31a,Sec31b,Sec61b,Sel1l,Sgcg,Sgip1,Smad7,Snx4,Snx8,Sorbs1,Srebf2,Srprb,Sspn,Stx1a,Stx6,Stx8,Syk,Tbc1d5,Tgfbr3,Tmed10,Tmed3,Tomm40,Tsg101,Tspan32,Uqcrfs1,Utrn,Vps37b,Vps4a,Vti1a,Wnt3a,Ykt6
GO Cellular Component	GO:0019898	extrinsic component of membrane	112	2.135140e-3	1.000000e+0	3.113110e-2	1.367985e+0	6.725219e+1	92	2.353944e-2	3.220161e-2	106	1.517314e-2	1.000000e+0	2.337522e-1	1.297580e+0	4.855190e+1	63	272	1.649647e-2	2.316176e-1	656,657,2072,3618,3622,7668,7684,7951,11264,11280,11286,11310,11313,12235,22599,24244,24246,24247,24253,25360,27350,28547,29161,29550,29597,29749,29752,29772,31698,31704,31705,31710,32187,32883,33023,33047,39202,44575,45821,46142,47563,48188,48191,49580,49668,49874,49875,50346,50350,50362,50366,51912,53224,53735,57053,58492,60052,60360,61308,61320,62111,62652,62665,64083,64115,64117,64147,64162,67810,67826,67838,69374,69409,70589,72138,72184,73767,75780,75785,79024,81152,81222,81933,85977,87191,87194,87548,88970,90758,90768,90772,90779	Aak1,Abl1,Alox8,Anxa2,Armc7,Atp2a2,Bcl2l11,Blk,Ctnna1,Ctnnb1,Cyth3,Errfi1,Ezr,Fcnb,Fkbp1a,Fyn,Gfra1,Ghr,Gna12,Gna14,Gnal,Gnat1,Gnaz,Gng12,Gng2,Gng7,Grb2,Hip1,Jup,Kcnip1,Mal,Mgll,Mmp27,Numa1,Numb,Osr1,Pik3c2b,Pik3cg,Pik3r1,Pml,Prss52,Ptk2,Rac1,Rgs11,Rgs6,Rpl29,Serpine2,Smad7,Snx10,Snx11,Snx4,Snx8,Snx9,Syk,Sytl3,Tdgf1,Tyk2,Vac14,Wdfy3,Yes1,Zap70,Zc3h12a,Zfyve1
